Año de Elección,Votación Presidencial,Candidato (a),Región,Provincia,Cargo,Electo(a),Fecha de Elección,Fin de Período,Id Región,Inicio de Período,Nombre Provincia,Partido,Sigla Partido,Tipo de Elección,Votos Totales
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE TARAPACA,1,PRESIDENTE,SI,1989-12-14,1994,1,1990,ARICA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,44647
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE TARAPACA,1,PRESIDENTE,,1989-12-14,1994,1,1990,ARICA,INDEPENDIENTE,INDEP,PRESIDENCIAL,26002
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE TARAPACA,1,PRESIDENTE,,1989-12-14,1994,1,1990,ARICA,INDEPENDIENTE,INDEP,PRESIDENCIAL,15051
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE TARAPACA,1,PRESIDENTE,,1989-12-14,1994,1,1990,ARICA,,,PRESIDENCIAL,1731
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE TARAPACA,1,PRESIDENTE,,1989-12-14,1994,1,1990,ARICA,,,PRESIDENCIAL,1003
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE TARAPACA,2,PRESIDENTE,,1989-12-14,1994,1,1990,PARINACOTA,INDEPENDIENTE,INDEP,PRESIDENCIAL,1073
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE TARAPACA,2,PRESIDENTE,SI,1989-12-14,1994,1,1990,PARINACOTA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,381
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE TARAPACA,2,PRESIDENTE,,1989-12-14,1994,1,1990,PARINACOTA,INDEPENDIENTE,INDEP,PRESIDENCIAL,313
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE TARAPACA,2,PRESIDENTE,,1989-12-14,1994,1,1990,PARINACOTA,,,PRESIDENCIAL,92
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE TARAPACA,2,PRESIDENTE,,1989-12-14,1994,1,1990,PARINACOTA,,,PRESIDENCIAL,65
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE TARAPACA,3,PRESIDENTE,SI,1989-12-14,1994,1,1990,IQUIQUE,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,37359
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE TARAPACA,3,PRESIDENTE,,1989-12-14,1994,1,1990,IQUIQUE,INDEPENDIENTE,INDEP,PRESIDENCIAL,25218
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE TARAPACA,3,PRESIDENTE,,1989-12-14,1994,1,1990,IQUIQUE,INDEPENDIENTE,INDEP,PRESIDENCIAL,15860
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE TARAPACA,3,PRESIDENTE,,1989-12-14,1994,1,1990,IQUIQUE,,,PRESIDENCIAL,1010
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE TARAPACA,3,PRESIDENTE,,1989-12-14,1994,1,1990,IQUIQUE,,,PRESIDENCIAL,671
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE ANTOFAGASTA,4,PRESIDENTE,SI,1989-12-14,1994,2,1990,TOCOPILLA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,14493
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE ANTOFAGASTA,4,PRESIDENTE,,1989-12-14,1994,2,1990,TOCOPILLA,INDEPENDIENTE,INDEP,PRESIDENCIAL,5231
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE ANTOFAGASTA,4,PRESIDENTE,,1989-12-14,1994,2,1990,TOCOPILLA,INDEPENDIENTE,INDEP,PRESIDENCIAL,4192
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE ANTOFAGASTA,4,PRESIDENTE,,1989-12-14,1994,2,1990,TOCOPILLA,,,PRESIDENCIAL,421
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE ANTOFAGASTA,4,PRESIDENTE,,1989-12-14,1994,2,1990,TOCOPILLA,,,PRESIDENCIAL,255
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE ANTOFAGASTA,5,PRESIDENTE,SI,1989-12-14,1994,2,1990,EL LOA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,36016
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE ANTOFAGASTA,5,PRESIDENTE,,1989-12-14,1994,2,1990,EL LOA,INDEPENDIENTE,INDEP,PRESIDENCIAL,14875
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE ANTOFAGASTA,5,PRESIDENTE,,1989-12-14,1994,2,1990,EL LOA,INDEPENDIENTE,INDEP,PRESIDENCIAL,12463
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE ANTOFAGASTA,5,PRESIDENTE,,1989-12-14,1994,2,1990,EL LOA,,,PRESIDENCIAL,990
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE ANTOFAGASTA,5,PRESIDENTE,,1989-12-14,1994,2,1990,EL LOA,,,PRESIDENCIAL,687
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE ANTOFAGASTA,6,PRESIDENTE,SI,1989-12-14,1994,2,1990,ANTOFAGASTA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,70170
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE ANTOFAGASTA,6,PRESIDENTE,,1989-12-14,1994,2,1990,ANTOFAGASTA,INDEPENDIENTE,INDEP,PRESIDENCIAL,31917
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE ANTOFAGASTA,6,PRESIDENTE,,1989-12-14,1994,2,1990,ANTOFAGASTA,INDEPENDIENTE,INDEP,PRESIDENCIAL,20055
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE ANTOFAGASTA,6,PRESIDENTE,,1989-12-14,1994,2,1990,ANTOFAGASTA,,,PRESIDENCIAL,1780
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE ANTOFAGASTA,6,PRESIDENTE,,1989-12-14,1994,2,1990,ANTOFAGASTA,,,PRESIDENCIAL,1038
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE ATACAMA,7,PRESIDENTE,SI,1989-12-14,1994,3,1990,CHAÑARAL,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,14648
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE ATACAMA,7,PRESIDENTE,,1989-12-14,1994,3,1990,CHAÑARAL,INDEPENDIENTE,INDEP,PRESIDENCIAL,5007
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE ATACAMA,7,PRESIDENTE,,1989-12-14,1994,3,1990,CHAÑARAL,INDEPENDIENTE,INDEP,PRESIDENCIAL,1784
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE ATACAMA,7,PRESIDENTE,,1989-12-14,1994,3,1990,CHAÑARAL,,,PRESIDENCIAL,291
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE ATACAMA,7,PRESIDENTE,,1989-12-14,1994,3,1990,CHAÑARAL,,,PRESIDENCIAL,238
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE ATACAMA,8,PRESIDENTE,SI,1989-12-14,1994,3,1990,COPIAPO,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,32597
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE ATACAMA,8,PRESIDENTE,,1989-12-14,1994,3,1990,COPIAPO,INDEPENDIENTE,INDEP,PRESIDENCIAL,17882
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE ATACAMA,8,PRESIDENTE,,1989-12-14,1994,3,1990,COPIAPO,INDEPENDIENTE,INDEP,PRESIDENCIAL,5510
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE ATACAMA,8,PRESIDENTE,,1989-12-14,1994,3,1990,COPIAPO,,,PRESIDENCIAL,712
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE ATACAMA,8,PRESIDENTE,,1989-12-14,1994,3,1990,COPIAPO,,,PRESIDENCIAL,632
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE ATACAMA,9,PRESIDENTE,SI,1989-12-14,1994,3,1990,HUASCO,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,20558
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE ATACAMA,9,PRESIDENTE,,1989-12-14,1994,3,1990,HUASCO,INDEPENDIENTE,INDEP,PRESIDENCIAL,10967
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE ATACAMA,9,PRESIDENTE,,1989-12-14,1994,3,1990,HUASCO,INDEPENDIENTE,INDEP,PRESIDENCIAL,2800
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE ATACAMA,9,PRESIDENTE,,1989-12-14,1994,3,1990,HUASCO,,,PRESIDENCIAL,551
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE ATACAMA,9,PRESIDENTE,,1989-12-14,1994,3,1990,HUASCO,,,PRESIDENCIAL,462
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE COQUIMBO,7,PRESIDENTE,SI,1989-12-14,1994,4,1990,CHAÑARAL,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,1794
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE COQUIMBO,7,PRESIDENTE,,1989-12-14,1994,4,1990,CHAÑARAL,INDEPENDIENTE,INDEP,PRESIDENCIAL,646
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE COQUIMBO,7,PRESIDENTE,,1989-12-14,1994,4,1990,CHAÑARAL,INDEPENDIENTE,INDEP,PRESIDENCIAL,227
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE COQUIMBO,7,PRESIDENTE,,1989-12-14,1994,4,1990,CHAÑARAL,,,PRESIDENCIAL,62
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE COQUIMBO,7,PRESIDENTE,,1989-12-14,1994,4,1990,CHAÑARAL,,,PRESIDENCIAL,55
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE COQUIMBO,10,PRESIDENTE,SI,1989-12-14,1994,4,1990,ELQUI,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,72471
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE COQUIMBO,10,PRESIDENTE,,1989-12-14,1994,4,1990,ELQUI,INDEPENDIENTE,INDEP,PRESIDENCIAL,44788
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE COQUIMBO,10,PRESIDENTE,,1989-12-14,1994,4,1990,ELQUI,INDEPENDIENTE,INDEP,PRESIDENCIAL,19649
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE COQUIMBO,10,PRESIDENTE,,1989-12-14,1994,4,1990,ELQUI,,,PRESIDENCIAL,1737
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE COQUIMBO,10,PRESIDENTE,,1989-12-14,1994,4,1990,ELQUI,,,PRESIDENCIAL,1718
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE COQUIMBO,11,PRESIDENTE,SI,1989-12-14,1994,4,1990,LIMARI,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,40893
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE COQUIMBO,11,PRESIDENTE,,1989-12-14,1994,4,1990,LIMARI,INDEPENDIENTE,INDEP,PRESIDENCIAL,20804
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE COQUIMBO,11,PRESIDENTE,,1989-12-14,1994,4,1990,LIMARI,INDEPENDIENTE,INDEP,PRESIDENCIAL,6372
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE COQUIMBO,11,PRESIDENTE,,1989-12-14,1994,4,1990,LIMARI,,,PRESIDENCIAL,1417
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE COQUIMBO,11,PRESIDENTE,,1989-12-14,1994,4,1990,LIMARI,,,PRESIDENCIAL,1346
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE COQUIMBO,12,PRESIDENTE,SI,1989-12-14,1994,4,1990,CHOAPA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,26160
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE COQUIMBO,12,PRESIDENTE,,1989-12-14,1994,4,1990,CHOAPA,INDEPENDIENTE,INDEP,PRESIDENCIAL,9557
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE COQUIMBO,12,PRESIDENTE,,1989-12-14,1994,4,1990,CHOAPA,INDEPENDIENTE,INDEP,PRESIDENCIAL,3772
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE COQUIMBO,12,PRESIDENTE,,1989-12-14,1994,4,1990,CHOAPA,,,PRESIDENCIAL,789
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE COQUIMBO,12,PRESIDENTE,,1989-12-14,1994,4,1990,CHOAPA,,,PRESIDENCIAL,672
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE VALPARAISO,13,PRESIDENTE,SI,1989-12-14,1994,5,1990,PETORCA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,19786
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE VALPARAISO,13,PRESIDENTE,,1989-12-14,1994,5,1990,PETORCA,INDEPENDIENTE,INDEP,PRESIDENCIAL,10009
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE VALPARAISO,13,PRESIDENTE,,1989-12-14,1994,5,1990,PETORCA,INDEPENDIENTE,INDEP,PRESIDENCIAL,3140
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE VALPARAISO,13,PRESIDENTE,,1989-12-14,1994,5,1990,PETORCA,,,PRESIDENCIAL,497
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE VALPARAISO,13,PRESIDENTE,,1989-12-14,1994,5,1990,PETORCA,,,PRESIDENCIAL,438
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE VALPARAISO,14,PRESIDENTE,SI,1989-12-14,1994,5,1990,LOS ANDES,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,24495
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE VALPARAISO,14,PRESIDENTE,,1989-12-14,1994,5,1990,LOS ANDES,INDEPENDIENTE,INDEP,PRESIDENCIAL,10708
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE VALPARAISO,14,PRESIDENTE,,1989-12-14,1994,5,1990,LOS ANDES,INDEPENDIENTE,INDEP,PRESIDENCIAL,7449
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE VALPARAISO,14,PRESIDENTE,,1989-12-14,1994,5,1990,LOS ANDES,,,PRESIDENCIAL,477
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE VALPARAISO,14,PRESIDENTE,,1989-12-14,1994,5,1990,LOS ANDES,,,PRESIDENCIAL,471
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE VALPARAISO,15,PRESIDENTE,SI,1989-12-14,1994,5,1990,SAN FELIPE,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,34489
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE VALPARAISO,15,PRESIDENTE,,1989-12-14,1994,5,1990,SAN FELIPE,INDEPENDIENTE,INDEP,PRESIDENCIAL,16978
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE VALPARAISO,15,PRESIDENTE,,1989-12-14,1994,5,1990,SAN FELIPE,INDEPENDIENTE,INDEP,PRESIDENCIAL,9206
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE VALPARAISO,15,PRESIDENTE,,1989-12-14,1994,5,1990,SAN FELIPE,,,PRESIDENCIAL,827
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE VALPARAISO,15,PRESIDENTE,,1989-12-14,1994,5,1990,SAN FELIPE,,,PRESIDENCIAL,726
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE VALPARAISO,16,PRESIDENTE,SI,1989-12-14,1994,5,1990,QUILLOTA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,59128
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE VALPARAISO,16,PRESIDENTE,,1989-12-14,1994,5,1990,QUILLOTA,INDEPENDIENTE,INDEP,PRESIDENCIAL,31178
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE VALPARAISO,16,PRESIDENTE,,1989-12-14,1994,5,1990,QUILLOTA,INDEPENDIENTE,INDEP,PRESIDENCIAL,19596
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE VALPARAISO,16,PRESIDENTE,,1989-12-14,1994,5,1990,QUILLOTA,,,PRESIDENCIAL,1711
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE VALPARAISO,16,PRESIDENTE,,1989-12-14,1994,5,1990,QUILLOTA,,,PRESIDENCIAL,1312
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE VALPARAISO,17,PRESIDENTE,SI,1989-12-14,1994,5,1990,VALPARAISO,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,224644
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE VALPARAISO,17,PRESIDENTE,,1989-12-14,1994,5,1990,VALPARAISO,INDEPENDIENTE,INDEP,PRESIDENCIAL,134412
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE VALPARAISO,17,PRESIDENTE,,1989-12-14,1994,5,1990,VALPARAISO,INDEPENDIENTE,INDEP,PRESIDENCIAL,89734
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE VALPARAISO,17,PRESIDENTE,,1989-12-14,1994,5,1990,VALPARAISO,,,PRESIDENCIAL,6267
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE VALPARAISO,17,PRESIDENTE,,1989-12-14,1994,5,1990,VALPARAISO,,,PRESIDENCIAL,3751
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE VALPARAISO,18,PRESIDENTE,SI,1989-12-14,1994,5,1990,SAN ANTONIO,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,34934
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE VALPARAISO,18,PRESIDENTE,,1989-12-14,1994,5,1990,SAN ANTONIO,INDEPENDIENTE,INDEP,PRESIDENCIAL,15517
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE VALPARAISO,18,PRESIDENTE,,1989-12-14,1994,5,1990,SAN ANTONIO,INDEPENDIENTE,INDEP,PRESIDENCIAL,10219
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE VALPARAISO,18,PRESIDENTE,,1989-12-14,1994,5,1990,SAN ANTONIO,,,PRESIDENCIAL,856
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE VALPARAISO,18,PRESIDENTE,,1989-12-14,1994,5,1990,SAN ANTONIO,,,PRESIDENCIAL,607
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DE VALPARAISO,19,PRESIDENTE,SI,1989-12-14,1994,5,1990,ISLA DE PASCUA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,620
1989,UNICA VOTACIÓN,HERNAN BUCHI,DE VALPARAISO,19,PRESIDENTE,,1989-12-14,1994,5,1990,ISLA DE PASCUA,INDEPENDIENTE,INDEP,PRESIDENCIAL,350
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DE VALPARAISO,19,PRESIDENTE,,1989-12-14,1994,5,1990,ISLA DE PASCUA,INDEPENDIENTE,INDEP,PRESIDENCIAL,161
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DE VALPARAISO,19,PRESIDENTE,,1989-12-14,1994,5,1990,ISLA DE PASCUA,,,PRESIDENCIAL,13
1989,UNICA VOTACIÓN,VOTOS NULOS ,DE VALPARAISO,19,PRESIDENTE,,1989-12-14,1994,5,1990,ISLA DE PASCUA,,,PRESIDENCIAL,7
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DEL LIBERTADOR BDO. O'HIGGINS,26,PRESIDENTE,SI,1989-12-14,1994,6,1990,CACHAPOAL,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,150841
1989,UNICA VOTACIÓN,HERNAN BUCHI,DEL LIBERTADOR BDO. O'HIGGINS,26,PRESIDENTE,,1989-12-14,1994,6,1990,CACHAPOAL,INDEPENDIENTE,INDEP,PRESIDENCIAL,71769
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DEL LIBERTADOR BDO. O'HIGGINS,26,PRESIDENTE,,1989-12-14,1994,6,1990,CACHAPOAL,INDEPENDIENTE,INDEP,PRESIDENCIAL,27484
1989,UNICA VOTACIÓN,VOTOS NULOS ,DEL LIBERTADOR BDO. O'HIGGINS,26,PRESIDENTE,,1989-12-14,1994,6,1990,CACHAPOAL,,,PRESIDENCIAL,3445
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DEL LIBERTADOR BDO. O'HIGGINS,26,PRESIDENTE,,1989-12-14,1994,6,1990,CACHAPOAL,,,PRESIDENCIAL,3085
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DEL LIBERTADOR BDO. O'HIGGINS,27,PRESIDENTE,SI,1989-12-14,1994,6,1990,COLCHAGUA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,53586
1989,UNICA VOTACIÓN,HERNAN BUCHI,DEL LIBERTADOR BDO. O'HIGGINS,27,PRESIDENTE,,1989-12-14,1994,6,1990,COLCHAGUA,INDEPENDIENTE,INDEP,PRESIDENCIAL,31374
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DEL LIBERTADOR BDO. O'HIGGINS,27,PRESIDENTE,,1989-12-14,1994,6,1990,COLCHAGUA,INDEPENDIENTE,INDEP,PRESIDENCIAL,11447
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DEL LIBERTADOR BDO. O'HIGGINS,27,PRESIDENTE,,1989-12-14,1994,6,1990,COLCHAGUA,,,PRESIDENCIAL,1393
1989,UNICA VOTACIÓN,VOTOS NULOS ,DEL LIBERTADOR BDO. O'HIGGINS,27,PRESIDENTE,,1989-12-14,1994,6,1990,COLCHAGUA,,,PRESIDENCIAL,1367
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DEL LIBERTADOR BDO. O'HIGGINS,28,PRESIDENTE,SI,1989-12-14,1994,6,1990,CARDENAL CARO,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,11518
1989,UNICA VOTACIÓN,HERNAN BUCHI,DEL LIBERTADOR BDO. O'HIGGINS,28,PRESIDENTE,,1989-12-14,1994,6,1990,CARDENAL CARO,INDEPENDIENTE,INDEP,PRESIDENCIAL,6012
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DEL LIBERTADOR BDO. O'HIGGINS,28,PRESIDENTE,,1989-12-14,1994,6,1990,CARDENAL CARO,INDEPENDIENTE,INDEP,PRESIDENCIAL,4141
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DEL LIBERTADOR BDO. O'HIGGINS,28,PRESIDENTE,,1989-12-14,1994,6,1990,CARDENAL CARO,,,PRESIDENCIAL,518
1989,UNICA VOTACIÓN,VOTOS NULOS ,DEL LIBERTADOR BDO. O'HIGGINS,28,PRESIDENTE,,1989-12-14,1994,6,1990,CARDENAL CARO,,,PRESIDENCIAL,362
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DEL MAULE,29,PRESIDENTE,SI,1989-12-14,1994,7,1990,CURICO,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,70904
1989,UNICA VOTACIÓN,HERNAN BUCHI,DEL MAULE,29,PRESIDENTE,,1989-12-14,1994,7,1990,CURICO,INDEPENDIENTE,INDEP,PRESIDENCIAL,32029
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DEL MAULE,29,PRESIDENTE,,1989-12-14,1994,7,1990,CURICO,INDEPENDIENTE,INDEP,PRESIDENCIAL,14590
1989,UNICA VOTACIÓN,VOTOS NULOS ,DEL MAULE,29,PRESIDENTE,,1989-12-14,1994,7,1990,CURICO,,,PRESIDENCIAL,2047
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DEL MAULE,29,PRESIDENTE,,1989-12-14,1994,7,1990,CURICO,,,PRESIDENCIAL,1597
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DEL MAULE,30,PRESIDENTE,SI,1989-12-14,1994,7,1990,TALCA,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,100115
1989,UNICA VOTACIÓN,HERNAN BUCHI,DEL MAULE,30,PRESIDENTE,,1989-12-14,1994,7,1990,TALCA,INDEPENDIENTE,INDEP,PRESIDENCIAL,39400
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DEL MAULE,30,PRESIDENTE,,1989-12-14,1994,7,1990,TALCA,INDEPENDIENTE,INDEP,PRESIDENCIAL,20818
1989,UNICA VOTACIÓN,VOTOS NULOS ,DEL MAULE,30,PRESIDENTE,,1989-12-14,1994,7,1990,TALCA,,,PRESIDENCIAL,2314
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DEL MAULE,30,PRESIDENTE,,1989-12-14,1994,7,1990,TALCA,,,PRESIDENCIAL,2021
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DEL MAULE,31,PRESIDENTE,SI,1989-12-14,1994,7,1990,LINARES,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,66356
1989,UNICA VOTACIÓN,HERNAN BUCHI,DEL MAULE,31,PRESIDENTE,,1989-12-14,1994,7,1990,LINARES,INDEPENDIENTE,INDEP,PRESIDENCIAL,42435
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DEL MAULE,31,PRESIDENTE,,1989-12-14,1994,7,1990,LINARES,INDEPENDIENTE,INDEP,PRESIDENCIAL,22382
1989,UNICA VOTACIÓN,VOTOS NULOS ,DEL MAULE,31,PRESIDENTE,,1989-12-14,1994,7,1990,LINARES,,,PRESIDENCIAL,2162
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DEL MAULE,31,PRESIDENTE,,1989-12-14,1994,7,1990,LINARES,,,PRESIDENCIAL,1679
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DEL MAULE,32,PRESIDENTE,SI,1989-12-14,1994,7,1990,CAUQUENES,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,14434
1989,UNICA VOTACIÓN,HERNAN BUCHI,DEL MAULE,32,PRESIDENTE,,1989-12-14,1994,7,1990,CAUQUENES,INDEPENDIENTE,INDEP,PRESIDENCIAL,11831
1989,UNICA VOTACIÓN,FRANCISCO JAVIER ERRAZURIZ,DEL MAULE,32,PRESIDENTE,,1989-12-14,1994,7,1990,CAUQUENES,INDEPENDIENTE,INDEP,PRESIDENCIAL,6154
1989,UNICA VOTACIÓN,VOTOS NULOS ,DEL MAULE,32,PRESIDENTE,,1989-12-14,1994,7,1990,CAUQUENES,,,PRESIDENCIAL,647
1989,UNICA VOTACIÓN,VOTOS EN BLANCO ,DEL MAULE,32,PRESIDENTE,,1989-12-14,1994,7,1990,CAUQUENES,,,PRESIDENCIAL,497
1989,UNICA VOTACIÓN,PATRICIO AYLWIN,DEL BIOBIO,33,PRESIDENTE,SI,1989-12-14,1994,8,1990,ÑUBLE,DEMOCRATA CRISTIANO,DC,PRESIDENCIAL,111446
